id,name,Primary Term,Icon,Description,Sprache,Appointment Needed,Children Welcome,Volunteer,Accessible by public transport,Telephone,Email,Free entry,Entry cost,Web Address,Wheelchair Accessible,Street location,Stadt,Bundesland,Postal Code,latitude,longitude
48805,"Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten",Government Office,Verwaltungsgebäude,"Bayerisches Staatsministerium für Ernährung, Landwirtschaft und Forsten
Ludwigstraße 2, 80539 München
089 / 2182 – 0
poststelle@stmelf.bayern.de
www.stmelf.bayern.de
Die Land- und Forstwirtschaft wird Ihrer Verantwortung gegenüber der Gesellschaft und der Natur gerecht und verleiht Bayern ein unvergleichliches Gesicht. Sie ist Garant für die Pflege unserer einmaligen Landschaft, für die Erzeugung qualitativ hochwertiger Lebensmittel und erneuerbarer Energien.
Ziel der bayerischen Agrarpolitik ist es, den Agrarstandort Bayern zu sichern und günstige Rahmenbedingungen zu schaffen, dass jeder bäuerliche Familienbetrieb unabhängig von seiner Größe und Betriebsausrichtung Zukunftschancen hat. Unser Leitbild ist dabei eine tiergerechte, ressourcenschonende und nachhaltige, flächendeckende bäuerliche Landwirtschaft.
Bayerns Waldbesitzer unterstützt das Bayerische Staatsministerium für Ernährung, Landwirtschaft und Forsten bei einer nachhaltigen Bewirtschaftung ihrer Wälder und dabei, stabile Mischbestände anzulegen, die Stürmen, Schädlingsbefall und Trockenheit besser wieder stehen. Mit unserem Motto „Schützen und Nutzen“ schlagen wir nicht mehr Holz ein als nachwächst; so erfüllen wir den Generationenvertrag.
Mit dem Konzept „Ernährung in Bayern“ setzen wir auf eine gesunde Ernährung von klein auf. Die Spezialitäten aus Bayern liefern uns dabei die täglichen Genüsse.
Den Verfassungsgrundsatz der gleichwertigen Lebensbedingungen in Stadt und Land setzen wir gemeinsam mit den Bürgern in Integrierten Ländlichen Entwicklungen und Leader-Projekten um.",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147964,11.579461
51481,Institut für Baubiologie + Nachhaltigkeit IBN,Green Building,Grünes Gebäude,"Baubiologie ist die Lehre von den ganzheitlichen Beziehungen zwischen den Menschen und ihrer Wohn- und Arbeitsumwelt. Das unabhängige Institut für Baubiologie + Nachhaltigkeit IBN engagiert sich für gesundes und nachhaltiges Bauen und Wohnen, bildet aus und qualifiziert ( Fernlehrgang Baubiologie u.a.), informiert ( Zeitschrift Wohnung + Gesundheit, Fachbücher u.a.), begleitet planend und beratend bei Baumaßnahmen, Sanierungen und Einrichtungen, führt Messungen durch, zertifiziert Bauprodukte und bietet Ausstellungen und Vorträge in einem 2014 erstellen Institutsgebäude in Plusenergiebauweise . Weitere Informationen finden Sie auf www.baubiologie.de
Kontaktdaten:
Institut für Baubiologie + Nachhaltigkeit IBN
Erlenaustraße 40
83022 Rosenheim
www.baubiologie.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,47.866994,12.128064
51487,Planungsgruppe Rundum,Green Building,Grünes Gebäude,"Kontaktdaten:
Planungsgruppe Rundum
Geyerstraße 20 / Gartenhaus
80469 München
Tel.: (089) 2025160",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.124985,11.565500
51488,Forum für Baugemeinschaften München e.V,Green Building,Grünes Gebäude,"Kontaktdaten:
Forum für Baugemeinschaften München e.V.
Auenstraße 28
80469 München
www.forum-baugemeinschaften.de
info@forum-baugemeinschaften.de
Tel.: 089  18 95 188-98",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.127003,11.572938
51489,Lehrstuhl für Holzbau und Baukonstruktion,Green Building,Grünes Gebäude,"Kontaktdaten:
Lehrstuhl für Holzbau und Baukonstruktion
Postanschrift:
80290 München
Hausanschrift:
Arcisstraße 21
80333 München
Raum Nr. 3025
3. Stockwerk
TUM Hauptgebäude
http://www.hb.bgu.tum.de/
Tel.: +49.89.289.22416
Fax: +49.89.289.23014",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.148690,11.568671
51490,Urbanes Wohnen e.V.,Green Building,Grünes Gebäude,"Kontaktdaten:
Urbanes Wohnen e.V.München
Nikolaiplatz 1b
80802 München
http://www.urbanes-wohnen.de/
Tel.: 089/ 398682",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158638,11.587724
51491,Wohnbaugenossenschaft wagnis eG,Green Building,Grünes Gebäude,"Kontaktdaten:
Wohnbaugenossenschaft wagnis eG
Volkartstr. 2a
80634 München
http://www.wagnis.org/
wagnis@wagnis.org
Tel. (0 89) 189 116 50
Fax (0 89) 189 116 51",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.154517,11.530192
51492,wohnbund e.V.,Green Building,Grünes Gebäude,"Kontaktdaten:
wohnbund e.V.
Verband zur Förderung wohnungspolitischer Initiativen
Aberlestraße 16 /Rgb.
81371 München
http://www.wohnbund.de/
info@wohnbund.de
Tel +89 74 68 96 11
Fax +89 72 55 074",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.120628,11.545236
51493,Wohnen ohne Auto,Green Building,"Grünes Gebäude, Alternativer Kraftstoff","Kontaktdaten:
Wohnen ohne Auto
c/o VCD
Breisacher Str. 12
81667 München 
http://www.wohnen-ohne-auto.de/
Tel. (089) 201 18 98
Fax: (089) 201 53 13",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.129567,11.602142
52854,DU Diederichs Projektmanagement AG & Co. KG,Green Building,Grünes Gebäude,"Kontaktdaten:
DU Diederichs Projektmanagement AG & Co. KG
Brienner Straße 44
80333 München 
https://www.du-diederichs.de
info@du-diederichs.de
Tel.: +49 (0) 89. 15 90 67 51.0
Fax +49 (0) 89. 15 90 67 51.27",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147072,11.561364
52600,Die Rausfrauen,Green by Design,"Kulturstätte, Green by Design","Kontaktdaten:
Die Rausfrauen
Institut für angewandte Raumaneigung GbR
c/o Sissi Schmitz
Heßstr. 37
80798 München 
http://rausfrauen.tumblr.com/
post@rausfrauen.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.152076,11.565076
51773,M.B. Gebäudeservice UG,Green Cleaning,Grüne Reinigung,"Kontaktdaten:
M.B. Gebäudeservice UG
Waldeckstraße 60
81543 München
http://www.mb-gebaeudeservice.de/
info@mb-gebaeudeservice.de
Tel.: +49 89 330 983 01 / +49 151 230 379 81
Fax.: +49 89 330 983 02",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.112018,11.571878
51774,Güteclean Gebäudereinigungs GmbH,Green Cleaning,Grüne Reinigung,"Kontaktdaten:
Güteclean Gebäudereinigungs GmbH
Prinzregentenstr. 124
81677 München
www.gueteclean.de
info@gueteclean.de
Tel.: 089 - 24 29 18 30
Fax: 089 - 24 29 18 31",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.138109,11.616103
47971,ALTOP Verlags-und Vertriebsgesellschaft mbH,Green Enterprise,Grünes Unternehmen,"Seit 1984 gehört der ALTOP Verlag mit seinem Nachschlagewerk ""ECO-World - Das alternative Branchenbuch"" sowie dem Portal www.eco-world.de zu den führenden Informationsanbietern rund um Ökologie und Ökonomie und transportiert damit die Bedeutung nachhaltigen Wirtschaftens. Das Angebot basiert auf einer umfassenden Datenbank mit über 20.000 Adressen und wird durch den Presseverteiler „ECO-News“, Veranstaltungstipps und Fachbeiträge aus den Bereichen Umwelt, Gesundheit und Lifestyle mit Leben gefüllt.
Seit 2005 betreibt der Verlag das Nachhaltigkeitsportal www.forum-csr.net in Kombination mit der Printausgabe ""forum Nachhaltig Wirtschaften"".
ALTOP Verlags- und Vertriebsgesellschaft mbH
Gotzinger Str. 48
81371 München
www.eco-world.de
info@eco-world.de
Tel.: +49 (0)89 74 66 11-0
Fax: +49 (0)89 74 66 11-60",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.118996,11.550261
47972,"Dr Reinhard Witt, Naturnaher Grünplaner",Green Enterprise,"Grünes Unternehmen, Regionaler Betrieb","http://www.naturgartenplaner.de/profil/
Dr. Reinhard Witt aus dem oberbayerischen Ottenhofen, Jahrgang 1953, freiberuflicher Biologe, Journalist und naturnaher Grünplaner. Seit 25 Jahren intensiv mit dem Thema naturnahe Garten- und Landschaftsgestaltung befaßt.  Planung und Realisierung von Grünprojekten im Privaten und Öffentlichen. Leiter von Praxisseminaren im naturnahen Bereich.
Was gerade geht? Es scheint eine gute Zeit für Nachhaltigkeit anzubrechen. Wildpflanzen werden straßen- und stadtfein. Das zeigen aktuelle Projekte der letzten Zeit. Naturvielfalt in der Gemeinde im Österreichischen Rankweil,  zwei Umspannwerke bei E.ON in Passau und Etting, Umgestaltungen in den Stammwerken von Mercedes-Benz (Gaggenau) oder BASF (Ludwigshafen), ein Biohotel (Grünwald) und - speziell - nicht grün, aber bunt:  Villa Reitzenstein, Amtssitz des Baden-Württembergischen Ministerpräsidenten Winfried Kretschmann.
Seine Projekte erhielten zahlreiche öffentliche Preise. Etwa 2006 der Natur-Erlebnis-Spielplatz Eglfing den Ehrenpreis im bayerischen Wettbewerb für ländliche Entwicklung. 2010 der Natur-Erlebnis-Spielplatz Ottenhofen im Wettbewerb Grüne Spielplätze der Stiftung die Grüne Stadt. Zuletzt der Natur-Erlebnis-Kindergarten Tegernsee den Bayerischen Biodiversitätspreis 2012. Im Mai 2013 wird die naturnahe Gestaltung des Daimler-Firmengeländes als UN-Dekade-Projekt ausgezeichnet.
Mit Manfred Pappler von der bayerischen Akademie für Lehrerfortbildung von 1993-2000 Entwicklung, Bau und Pflege der Natur-Erlebnis-Schulhöfe nach dem Dillinger Modell. 1999 Preis für Wege der Naturerziehung der Deutschen Gartenbau-Gesellschaft. Mit Michael von Ferrari von der Gemeinde Haar seit 1998 Anlage, Entwicklung und Pflege öffentlicher Blumenwiesen nach dem Haarer Modell. 
Vielfacher Buchautor, davon allein 21 Bücher über naturnahe Grüngestaltung und heimische Wildpflanzen. 1996 Buchpreis der Deutschen Gartenbau-Gesellschaft für das Buch ""Blumenwiesen"".
 2007 das 2. Mal der Buchpreis der Deutschen Gartenbau-Gesellschaft, diesmal für ""Nachhaltige Pflanzungen und Ansaaten"".
Außerdem mit ""Wir entdecken die Natur"" der Umweltpreis der Kinder- und Jugendliteratur 2007.
2010 der Deutsche Gartenbuchpreis als ""Bester Ratgeber"" für ""Naturnahe Rosen, Band 1 Strauchrosen"" und 2012 für Band 2 Kletter- und Kleinstrauchrosen"".
Seit 1990 Mitgründer und ehrenamtlicher Vorstand des bundesweit aktiven Vereins für naturnahe Garten- und Landschaftsgestaltung (Naturgarten e.V.). Seit 1999 geprüfter Fachbetrieb für Naturnahes Grün - empfohlen von Bioland.",,Termin nötig,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.123079,11.613464
48714,Green City Energy,Green Enterprise,Grünes Unternehmen,"Green City Energy steht als Tochter der gemeinnützigen Umweltschutzorganisation Green City e.V. für eine dezentrale Energiewende in Bürgerhand hin zu 100 Prozent Erneuerbare Energien. Zu diesem Zweck projektiert, baut und verwaltet Green City Energy regenerative Energieanlagen aus den Bereichen Windenergie, Wasserkraft und Photovoltaik und bietet die privaten Anlegern zur finanziellen Beteiligung an. Zusätzlich berät und begleitet Green City Energy Städte, Landkreise und Kommunen auf dem Weg zur lokalen Energiewende. Mehr über Green City Energy finden Sie hier: www.greencity-energy.de.
Kontaktdaten:
Green City Energy AG
Zirkus-Krone-Straße 10
D - 80335 München                     
www.greencity-energy.de
info@greencity-energy.de
Fon +49/ (0)89/ 89 06 68 - 800
Fax +49/ (0)89/ 89 06 68 - 880",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.145008,11.549857
48715,DES-PRO GmbH,Green Enterprise,Grünes Unternehmen,"CO2 – Ausstoß signifikant senken.
Heizen, Kühlen und Warmwasser mit regenerativer Energie mit der Solar-Wasser/Luft-Wasser WÄRMEPUMPE und der Thermo-Solar- Einheit
Die Wärmepumpe und die Anlage wurden entwickelt, um die Radiatoren- Zentralheizung von Bestands-Häusern zu unterstützen und Neubauten mit Fußbodenheizung zu beheizen- annähernd ausschließlich mit erneuerbarer Energie- geothermischer und Solarenergie.Sämtliche Quell-Energien werden optimal genutzt, fossile Brennstoffe ersetzt. Durch die neu entwickelten Software Routinen wird sowohl die Energiegewinnung optimiert. als auch Zwischenspeicher vermieden.Die Wärmepumpe wird bevorzugt in frostgefährdeten Räumen wie Keller oder Garagen aufgestellt und versorgt Wohnhäuser
Optimale Nutzung von erneuerbaren Energien, insbesondere der        Solar-Energie
Nutzung der Energie der Umgebungsenergie (Luftwärme,        Kondensationswärme), Erdwärme bei niedrigen Investment-Kosten
Kontaktdaten:
DES-PRO GmbH
Liebensteinstr.14
81243 München
http://www.des-pro.de/
ernst.markart@des-pro.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.153062,11.421690
48716,projekt21plus energie neu denken,Green Enterprise,Grünes Unternehmen,"projekt21plus
energie neu denken
http://www.projekt21plus.de
Fon:    089 35 65 33 44
fax:    089 35 65 33 43
info@projekt21plus.de
volkartstr. 46
80636 münchen",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.154459,11.526768
50657,Gehrlicher Solar Services GmbH,Green Enterprise,"Solarenergie, Grünes Unternehmen","Die Gehrlicher-Gruppe ist ein international tätiges Photovoltaik-Unternehmen aus Deutschland mit Projekterfahrung auf vier Kontinenten. Sie bietet Investoren eine ganzheitliche Begleitung über die gesamte Wertschöpfung hinweg. Dabei entwickelt und realisiert die Gruppe Photovoltaikanlagen auf Freiflächen und Dächern vom Gewerbebetrieb bis zur Multi-Megawattanlage, integriert dabei Komponenten aus der eigenen Produktfamilie GehrTec® und bietet maßgeschneiderte Service- und Wartungsdienstleitungen an. Darüber hinaus legt die Gruppe ertragsorientierte Private-Placement-Anlagen und Photovoltaikfonds für private und institutionelle Kapitalanleger auf.
Kontaktdaten:
Gehrlicher Solar Services GmbH
Feldkirchener Str. 2
85540 Haar b. München
www.gehrlicher.com
presse@gehrlicher.com
Tel: +49 89 420792-0",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.125798,11.741458
50664,Sustainable AG,Green Enterprise,Grünes Unternehmen,"Globale Herausforderungen in den Bereichen Klimawandel, Demographie oder Zugang zu Ressourcen führen zu steigenden Anforderungen an Unternehmen. Wir begleiten Unternehmen auf ihrem Weg zu einer nachhaltigeren Entwicklung. Wir unterstützen Unternehmen dabei, die Veränderungen besser zu verstehen und Antworten zu erarbeiten, die einen langfristigen Erfolg sicherstellen.
Kontaktdaten:
Sustainable AG
Corneliusstr. 10
80469 München
www.sustainable.de
info@sustainable.de
T: +49 (0) 89 – 2020 56 40
F: +49 (0) 89 – 2020 56 50",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.132330,11.574963
51745,Arqum GmbH,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Arqum GmbH
Aldringenstr. 9
80639 München
http://www.arqum.de/
arqum@arqum.de
Tel.: +49 89 12 10 99 40
Fax: +49 89 12 10 99 49",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.155375,11.530111
51746,CERTIFIED COOLNESS Limited,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
CERTIFIED COOLNESS Limited
Zweibrückenstraße 8 VH
D–80331 München
http://www.certifiedcoolness.de/
Tel.:+49 89 54506938
Fax: +49 89 55028162",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.133321,11.582935
51747,Dr. Reinhard Witt - Naturnaher Grünplaner,Green Enterprise,Grünes Unternehmen,"Kontaktdaten: 
Dr. Reinhard Witt - Naturnaher Grünplaner
Quellenweg 20
85570 Ottenhofen
www.reinhard-witt.de
reinhard@reinhard-witt.de
Tel.: Büro 08121 / 46483
Fax: 08121 / 1455",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.194272,11.889342
51748,Green City Projekt GmbH,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Green City Projekt GmbH
Goethestraße 34 / Rgb.
80336 München
http://www.greencity-projekt.de/
info@greencity-projekt.de
Tel.: (089) 890 668-600
Fax: (089) 890 668-650",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135793,11.558486
51749,GRUNWALD Kommunikation und Marketingdienstleistungen GmbH & Co. KG,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
GRUNWALD Kommunikation und Marketingdienstleistungen
GmbH & Co. KG
Neubruchstr. 4
85774 Unterföhring/München
http://www.agenturgrunwald.de/
info@agenturgrunwald.de
Tel.: 089 950907-500
Fax: 089 950907-555",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.184165,11.634918
51750,Grünkauf System GmbH,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Grünkauf System GmbH
Radlkoferstr. 2
81373 München
http://www.gruenkauf.eu/
Tel.: 0700 - Grunkauf (= 0700 - 47865283)
Fax: 0700 - Grunfaxe (= 0700 - 47863293)",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.126484,11.543723
51753,Knorr-Bremse AG,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Knorr-Bremse AG
Moosacher Str. 80
80809 München
http://www.knorr-bremse.de/
info@knorr-bremse.com
Tel.: +49 (0) 89 / 3547-0
Fax: +49 (0) 89 / 3547-2767",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.186332,11.546749
51754,Landwärme GmbH,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Landwärme GmbH
Ungererstraße 40
80802 München
www.landwaerme.de
info@landwaerme.de
Tel.: +49 | 89 | 33 08 86 35
Fax: +49 | 89 | 33 08 85 96",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.165427,11.589340
51757,oekom research AG,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
oekom research AG
Goethestraße 28
80336 München
http://www.oekom-research.com/
info@oekom-research.com
Tel.: +49-(0)89-544184-90
Fax: +49-(0)89-544184-99",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136122,11.558477
51758,projekt21plus,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
projekt21plus
Volkartstr. 46
80636 München
http://www.projekt21plus.de/
info@projekt21plus.de
Tel.:(089) 35 65 33 44
Fax: (089) 35 65 33 43",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.156857,11.538869
51759,Sparda-Bank München eG,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Sparda-Bank München eG
Arnulfstraße 15
80335 München
https://www.sparda-m.de
info@sparda-m.de
Tel.: +49 (0)89 55142-400
Fax: +49 (0)89 55142-100",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.142426,11.553122
51760,Tollwood Gesellschaft für Kulturveranstaltungen und Umweltaktivitäten,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Tollwood Gesellschaft für Kulturveranstaltungen und Umweltaktivitäten
Waisenhausstr. 20
80637 München
www.tollwood.de
info@tollwood.de
Tel: 089-383 85 00
Fax: 089-38 38 50 20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.159523,11.530087
51764,Fairkauf Handelskontor eG,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
Fairkauf Handelskontor eG
Brecherspitzstraße 8
81541 München 
http://www.fairkauf-handelskontor.de/
Tel.: +49 (0)89 30 90 449-0
Fax.: +49 (0)89 30 90 449-20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.116181,11.589804
53130,FLAME GmbH,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
FLAME GmbH
Fuggerstr. 1
81379 München
www.hello-flame.com
info@hello-flame.com
Tel: +49 (0)89 189497-0
Fax: +49 (0)89 189497-11",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.123455,11.536996
53131,FutureCamp Climate GmbH,Green Enterprise,Grünes Unternehmen,"Kontaktdaten:
FutureCamp Climate GmbH
Aschauer Str. 30
81549 München
www.future-camp.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.104938,11.600060
50837,Staatsinstitut für Schulqualität und Bildungsforschung (ISB),Green School,Grüne Schule,"Kontaktdaten:
Staatsinstitut für Schulqualität und Bildungsforschung (ISB)
Öffentlichkeitsarbeit
Schellingstr. 155
80797 München 
http://www.isb.bayern.de/
kontakt@isb.bayern.de
Tel.: +49 (0)89 2170-2008 (Zentrale Telefonvermittlung/Pforte, 8:00 Uhr bis 16:00 Uhr)
Fax: +49 (0)89 2170-2105",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.154595,11.558036
51751,hess natur München,Green Store,Grünes Geschäft,"Kontaktdaten:
hessnatur  München
Hohenzollernstraße 10
80801 München
http://www.hessnatur.com/
laden.muenchen@hess-natur.de
Tel: 089 / 124 731 72",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.159611,11.584313
47968,Solarinitiative München GmbH & Co. KG,Green Technology,Grüne Technologie,"Kontaktdaten:
Solarinitiative München GmbH & Co. KG
Corneliusstr. 10
D-80469 München
http://www.solarinitiative-muenchen.de/ueber-uns/ziele/
info@solarinitiative-muenchen.de 
Tel: +49 (89) 5404 131 13
Fax: +49 (89) 5404 131- 29",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.130946,11.577580
47446,Gartensalon,Healthy Dining,"Gesundes Essen, Organische/regionale Kost",restaurant.,,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,Türkenstrasse 90,Munich,,,48.145472,11.573936
47975,Hans im Glück,Healthy Dining,"Gesundes Essen, Organische/regionale Kost","Hans im Glück
 Tuerkenstrasse 79",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.148981,11.575477
47976,Hans im Glück,Healthy Dining,Gesundes Essen,"Hans im Glück
Nymphenburgerstrasse 69",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.148552,11.553168
48161,Fräulein Müller,Healthy Dining,Gesundes Essen,Adalbertstrasse 21,,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.152033,11.578327
48164,Südstadt,Healthy Dining,Gesundes Essen,"Südstadt
Thalkirchner Straße 29, 80337 München ‎
089 7250152 ‎ · suedstadt-muenchen.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.123190,11.560972
48165,Brotraum,Healthy Dining,Gesundes Essen,"Brotraum
Herzogstraße 6, 80803 München ‎
089 761021 ‎ · brotraum.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.162050,11.585752
48167,Max Pett,Healthy Dining,Gesundes Essen,"Kontaktdaten:
Max Pett
Pettenkoferstraße 8
80336 München ‎
http://www.max-pett.de/
schlemmen@max-pett.de
Tel.: 089 55869119 ‎",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.134449,11.563681
48168,Prinz Myshkin,Healthy Dining,Gesundes Essen,"Prinz Myshkin
Hackenstraße 2, 80331 Munich ‎
089 265596 ‎ · prinzmyshkin.com",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136137,11.570236
48170,Eiscafé Trampolin,Healthy Dining,"Gesundes Essen, Organische/regionale Kost, Öko-Produkte","Eiscafé Trampolin
 Nordendstraße 62, 80801 München ‎
089 94507644 ‎ · trampolin-eis.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.158063,11.575323
48172,Tushita Teehaus,Healthy Dining,Gesundes Essen,"Das Tushita Teehaus wurde 2009 gegründet. 
Tee: Das umfangreiche Teesortiment in der Bewirtung und im Verkauf umfasst ca. 150 Sorten (darunter 60 Grüntee-Sorten), die überwiegend biologisch angebaut und wenn möglich auch fair trade gehandelt werden. Dieses Angebot wird laufend aktualisiert. Die Zubereitung der Tees im Tushita Teehaus erfolgt der jeweiligen Tradition entsprechend. 
Tee-Zubehör: Das Angebot an Kannen, Tassen, Teedosen etc. wechselt und bietet ausgewählte und außergewöhnliche Objekte von antik bis trendy.
Essen: Ein täglich wechselndes veganes Tagesgericht wird frisch zubereitet, die hausgemachten Kuchen und Desserts sind teilweise Zucker- und glutenfrei. Alle Zutaten stammen aus kontrolliert biologischem Anbau.
Drinks: Neben dem umfangreichen Angebot an Tees gibt es Cold Drinks, z. B. Smoothies und Detox-Drinks.
Das Tushita Teehaus ist nach EU-Richtlinien bio-zertifiziert und wurde 2014 bei einer Umfrage von PeTA2, der Jugendkampagne von PeTA Deutschland zum ""Besten veganen Cafe"" Deutschlands gewählt.
Bei schönem Wetter gibt es auch Tische und Stühle draußen.
Öffnungszeiten:
Mo - Fr: 09:00 - 20:00
Sa: 10:00 - 20:00
Tushita Teehaus
Klenzestraße 53, 80469 München ‎
089 18975594 ‎
www.facebook.com/tushita.eu",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,https://www.tushita.eu,Not accessible,Klenzestr. 53,München,,80469,48.130609,11.573589
